# owner<TAB>step-slug<TAB>description
haunt	reconcile-evidence	C01: Correct the repository-specific claim and obligation map. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C01 AND Global execution and verification rules. Dependencies: None; inspect all four existing chains listed in the review first. Files: docs/publication-review-20260908.md; docs/evidence-status.tsv; docs/ledger-reconciliation-20260908.md. Next: Record current git revision and owner-authored progress for the four existing chains. Wrong-repository receipts under hyperhauntology_for_kids are insufficient. Do not act as witness/hire or settle their tasks. Check: rtk proxy .venv/bin/python -c 'import csv,pathlib; r=list(csv.DictReader(open("docs/evidence-status.tsv"),delimiter="\t")); assert r and all(x["claim_id"] and x["verdict"] and (not x["evidence_path"] or pathlib.Path(x["evidence_path"]).is_file()) for x in r)'. Closure: All public headline claims and four active-chain roots have a row and exact successor/dependency; no absent artifact called verified. Receipt contains Tiny Fleet root and current revision. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/C01-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-reconcile-evidence	C01-V: Independently verify C01, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C01 and C01-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/C01-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python -c 'import csv,pathlib; r=list(csv.DictReader(open("docs/evidence-status.tsv"),delimiter="\t")); assert r and all(x["claim_id"] and x["verdict"] and (not x["evidence_path"] or pathlib.Path(x["evidence_path"]).is_file()) for x in r)'; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: All public headline claims and four active-chain roots have a row and exact successor/dependency; no absent artifact called verified. Receipt contains Tiny Fleet root and current revision. Write /home/mesh-home/tiny-fleet/docs/task-receipts/C01-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	validate-dataset-boundaries	C02: Reject leaked or out-of-root datasets. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C02 AND Global execution and verification rules. Dependencies: C01 Files: scripts/deep_evaluation.py; scripts/test_deep_evaluation.py; docs/deep-evaluation-contract.md. Next: Add fixtures for duplicate IDs within a split; identical normalized prompts across splits with different IDs/provenance; train-validation and validation-heldout source_family overlap; zero-row required split; malformed JSON types; relative traversal and symlink escape. Check: rtk proxy .venv/bin/python scripts/test_deep_evaluation.py. Closure: Every listed negative fixture exits nonzero with manifest-mismatch/leakage/split-boundary; valid v2 fixture passes, escaped paths are never opened. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/C02-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-validate-dataset-boundaries	C02-V: Independently verify C02, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C02 and C02-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/C02-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_deep_evaluation.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Every listed negative fixture exits nonzero with manifest-mismatch/leakage/split-boundary; valid v2 fixture passes, escaped paths are never opened. Write /home/mesh-home/tiny-fleet/docs/task-receipts/C02-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	validate-prediction-identity	C03: Make predictions unique, typed, and bound to inputs. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C03 AND Global execution and verification rules. Dependencies: C02 Files: scripts/deep_evaluation.py; scripts/test_deep_evaluation.py; docs/deep-evaluation-contract.md. Next: Add the reproduced duplicate-pair case as a regression. Also reject unknown model, duplicate model IDs, missing key, extra repetition, stale case_prompt_sha256 or rendered_input_sha256, non-finite confidence/latency, negative latency, missing output on status=ok, or absent timeout row. Check: rtk proxy .venv/bin/python scripts/test_deep_evaluation.py. Closure: Duplicate-prediction reproducer now rejects; every case/arm/repetition accounted for including failures; raw historical artifacts unchanged. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/C03-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-validate-prediction-identity	C03-V: Independently verify C03, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C03 and C03-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/C03-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_deep_evaluation.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Duplicate-prediction reproducer now rejects; every case/arm/repetition accounted for including failures; raw historical artifacts unchanged. Write /home/mesh-home/tiny-fleet/docs/task-receipts/C03-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	validate-derived-reports	C04: Validate report contents and distinguish validity from experiment success. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C04 AND Global execution and verification rules. Dependencies: C03 Files: scripts/deep_evaluation.py; scripts/report_contract.py (new); scripts/test_report_contract.py (new); docs/deep-evaluation-contract.md. Next: Replace nonempty/existence-only checks with JSON/TSV parsing, required headers, finite numeric fields, nonnegative counts, and referenced case/model/seed membership. Check: rtk proxy .venv/bin/python scripts/test_report_contract.py. Closure: All tampered reports rejected. A complete failed experiment remains publishable as a negative artifact, never eligible to serve. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/C04-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-validate-derived-reports	C04-V: Independently verify C04, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C04 and C04-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/C04-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_report_contract.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: All tampered reports rejected. A complete failed experiment remains publishable as a negative artifact, never eligible to serve. Write /home/mesh-home/tiny-fleet/docs/task-receipts/C04-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
haunt	correct-causal-loss	C05: Correct padding and next-token loss accounting. Repo=/home/mesh-home/tiny-fleet (never hyperhauntology_for_kids). Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C05 AND Global execution and verification rules. Dependencies: C03 Files: scripts/train_eval.py; scripts/persona_code.py; scripts/loss_metrics.py (new); scripts/test_loss_metrics.py (new). Next: Write a two-sequence fixture with unequal lengths and padding; manually specified logits give known token NLL. Assert changing padded IDs/logits cannot change loss and one-token examples have zero scored targets. Check: rtk proxy .venv/bin/python scripts/test_loss_metrics.py. Closure: Manual-logit equality and padding-invariance pass on CPU; fixture catches old n rather than n-1 weighting. Artifact=/home/mesh-home/tiny-fleet/docs/task-receipts/C05-implementation.md; commit/push scoped work and verify remote; implementation done only submits to independent vpn gate.
vpn	verify-correct-causal-loss	C05-V: Independently verify C05, not author self-report. Operator explicitly assigns this repository verification to vpn. Repo=/home/mesh-home/tiny-fleet. Read /home/mesh-home/tiny-fleet/docs/superpowers/plans/2026-09-08-publication-science.md section C05 and C05-V plus strict global verification rules. Input=/home/mesh-home/tiny-fleet/docs/task-receipts/C05-implementation.md and its exact source commit. In isolated checkout run rtk proxy .venv/bin/python scripts/test_loss_metrics.py; any output goes into a new temporary verification directory, never completed author run. Inspect artifacts/hashes/dependencies; applicable mutation or raw-data recomputation plus independent negative case. Acceptance: Manual-logit equality and padding-invariance pass on CPU; fixture catches old n rather than n-1 weighting. Write /home/mesh-home/tiny-fleet/docs/task-receipts/C05-verification.md with commands/exit codes/output hashes/PASS-FAIL-BLOCKED; commit/push and verify remote. On failed predicate block this step and request keyed haunt correction; never settle to skip failure. PASS unlocks successor.
